id,question,link_1,link_2,predict_answer
5973,What is considered the most important of the Dong Son Culture?,https://en.wikipedia.org/wiki/Ngoc_Lu_drum,https://en.wikipedia.org/wiki/Dong_Son_drum,The Ngoc Lu drum
5974,What was the name of the librarian that was elected in 1971?,https://en.wikipedia.org/wiki/Michael_McConnell_and_Jack_Baker,https://en.wikipedia.org/wiki/Richard_Nixon,James Michael McConnell
5975,When did the second bailout deal come to an end?,https://en.wikipedia.org/wiki/European_debt_crisis,https://en.wikipedia.org/wiki/Greek_government-debt_crisis,"March 2012, Greece received its second bailout. Both Spain and Cyprus received rescue packages in June 2012.Return to economic growth and improved structural deficits enabled Ireland and Portugal to exit their bailout programmes in July 2014"
5976,How many electric locomotives were in use in the United States in 1943-1951?,https://en.wikipedia.org/wiki/Italian_Libya,https://en.wikipedia.org/wiki/Peggy_Lee,four
5977,What is the most common tree used for living fences in Central America?,https://en.wikipedia.org/wiki/Multipurpose_tree,https://en.wikipedia.org/wiki/Spondias_purpurea,sepium
5978,What is the name of the book written by Howard Rosenthal?,https://en.wikipedia.org/wiki/Howard_Rosenthal_(psychotherapist),https://en.wikipedia.org/wiki/Howard_Rosenthal_(political_scientist),Encyclopedia of Counseling
5979,What is Eilema pauliani?,https://en.wikipedia.org/wiki/Eilema_pauliani,https://en.wikipedia.org/wiki/Category:Eilema,a moth of the subfamily Arctiinae
5980,In what county is Cleveland located?,https://en.wikipedia.org/wiki/Cleveland,"https://en.wikipedia.org/wiki/Cleveland_County,_Oklahoma",Cuyahoga County
5981,The pyramidal process of the palatine bone projects backward and lateralward from where?,https://en.wikipedia.org/wiki/Pyramidal_process_of_palatine_bone,https://en.wikipedia.org/wiki/Palatine_bone,the junction of the horizontal and vertical parts
5982,What is the occupation of Dame Teresa Lesley Rees?,https://en.wikipedia.org/wiki/Teresa_Rees,https://en.wikipedia.org/wiki/List_of_Dames_Commander_of_the_Order_of_the_British_Empire,social scientist
5983,"When did the former municipalities of Niederwald, Blitzingen, Grafschaft, Münster-Geschinen and Reckingen-Gluringen merge into the new municipality of Goms?","https://en.wikipedia.org/wiki/Goms,_Valais","https://en.wikipedia.org/wiki/Niederwald,_Switzerland",1 January 2017
5984,What's the name of the company that Louis Schilders started?,https://en.wikipedia.org/wiki/Louis_Schilders,https://en.wikipedia.org/wiki/Category:Belgian_business_biography_stubs,MediBRIDGE
5985,For what subject was Biamonti best known?,https://en.wikipedia.org/wiki/Catalogues_of_classical_compositions,https://en.wikipedia.org/wiki/Beethoven%27s_musical_style,classical music
5986,Which battle led to the removal of the Galician tribes from Central Gaul?,https://en.wikipedia.org/wiki/Battle_of_Alesia,https://en.wikipedia.org/wiki/Chronology_of_warfare_between_the_Romans_and_Germanic_tribes,Battle of Vercellae
5987,Who was the artist of The White Horse?,https://en.wikipedia.org/wiki/Emmi_Whitehorse,https://en.wikipedia.org/wiki/The_White_Horse_(Constable),John Constable
5988,What was the originally planned station that was to be located in Allston?,https://en.wikipedia.org/wiki/West_Station_(MBTA),https://en.wikipedia.org/wiki/Boston_Landing_station,West Station
5989,What is a computer science example of a finger tree?,https://en.wikipedia.org/wiki/Finger_tree,https://en.wikipedia.org/wiki/Finger_search_tree,finger search trees
5990,What was the name of the first number one album in the UK?,https://en.wikipedia.org/wiki/Lists_of_UK_Albums_Chart_number_ones,https://en.wikipedia.org/wiki/UK_Albums_Chart,Frank Sinatra's Songs for Swingin' Lovers
5991,What was the name of the ABS program that she was a part of?,https://en.wikipedia.org/wiki/It%27s_Showtime_(Philippine_TV_program),https://en.wikipedia.org/wiki/ABS-CBN,Showtime Online Ü and Kapamilya Online Live. A primetime encore telecast also airs on Jeepney TV.It's Showtime
5992,Who were the first active AFL team to be drafted by a television network?,https://en.wikipedia.org/wiki/American_Football_League,https://en.wikipedia.org/wiki/Joe_Namath,ABC
5993,What former mayor of Sacramento is Democrat Jimmie R. Yee?,https://en.wikipedia.org/wiki/Jimmie_R._Yee,https://en.wikipedia.org/wiki/Heather_Fargo,Joe Serna
5994,What is the name of the Japanese company that makes laser optical systems?,https://en.wikipedia.org/wiki/Konica_Minolta,https://en.wikipedia.org/wiki/Canon_Inc.,Konica Minolta
5995,What is the most likely cause of the reflex arousal?,https://en.wikipedia.org/wiki/Arousal,https://en.wikipedia.org/wiki/Neuroticism,empty
5996,What famous panchayath is Murickassery located in?,https://en.wikipedia.org/wiki/Murickassery,https://en.wikipedia.org/wiki/Rajamudy,Vathikkudy
5997,What was the profession of Jean-Claude Decaux?,https://en.wikipedia.org/wiki/Jean-Claude_Decaux,https://en.wikipedia.org/wiki/JCDecaux,entrepreneur
5998,What was Sir Nicholas Crispe's nickname?,"https://en.wikipedia.org/wiki/Sir_Nicholas_Crispe,_1st_Baronet",https://en.wikipedia.org/wiki/Hammersmith,Gentleman of Middlesex
5999,Which river flows into the Port Phillip and empties into the Bay of Whales?,https://en.wikipedia.org/wiki/Port_Phillip,https://en.wikipedia.org/wiki/Chesapeake_Bay,empty
6000,What major settlement is located on the Isle of Portland?,https://en.wikipedia.org/wiki/Isle_of_Portland,"https://en.wikipedia.org/wiki/Weymouth,_Dorset",Easton
6001,Who designed the golf course at the Bay Course of the Stockton Seaview Hotel and Golf Club?,"https://en.wikipedia.org/wiki/Seaview_(Galloway,_New_Jersey)",https://en.wikipedia.org/wiki/ShopRite_LPGA_Classic,
6002,"Which composer created the work, Prima la musica e poi le parole?",https://en.wikipedia.org/wiki/Prima_la_musica_e_poi_le_parole,https://en.wikipedia.org/wiki/Libretto,Antonio Salieri
6003,"Who esteemed Areius so highly that after the conquest of Alexandria, he declared that he spared the city chiefly for the sake of Areius?",https://en.wikipedia.org/wiki/Areius,https://en.wikipedia.org/wiki/Arius_Didymus,Augustus
6004,Who was the director of the movie?,https://en.wikipedia.org/wiki/Film_director,https://en.wikipedia.org/wiki/The_Wachowskis,Silver
6005,How far away is the nearest town to Paris?,https://en.wikipedia.org/wiki/Paris,https://en.wikipedia.org/wiki/Paris_in_World_War_I,empty
6006,Which Swedish skier has been competing in the FIS World Cup since 2009?,https://en.wikipedia.org/wiki/Calle_Halfvarsson,https://en.wikipedia.org/wiki/Robin_Bryntesson,Carl-Christian Calle Halfvarsson
6007,What was the name of the original landing screen game?,https://en.wikipedia.org/wiki/Game_of_Thrones,https://en.wikipedia.org/wiki/List_of_Game_%26_Watch_games,It is a single-screen single-player Game Watch
6008,Which Turkish football club is the only one to win the UEFA Super Cup?,https://en.wikipedia.org/wiki/Galatasaray_S.K._(football),https://en.wikipedia.org/wiki/S%C3%BCper_Lig,Galatasaray
6009,In what Italian region is Piacenza located?,https://en.wikipedia.org/wiki/Piacenza,https://en.wikipedia.org/wiki/Province_of_Piacenza,Emilia-Romagna
6010,"In 2014, the United States was the world's third-largest producer of what?",https://en.wikipedia.org/wiki/Iron_and_steel_industry_in_the_United_States,https://en.wikipedia.org/wiki/United_States_energy_independence,raw steel
6011,What was the nationality of Henry William Pullen?,https://en.wikipedia.org/wiki/Henry_William_Pullen,https://en.wikipedia.org/wiki/Pullen,English
6012,When was the area of Cebuano given to the Philippines?,https://en.wikipedia.org/wiki/Cebuano_language,https://en.wikipedia.org/wiki/Cebuano_people,Spanish colonial heritage
6013,The Scottish Highlands are linked with the Southern Ocean by what?,https://en.wikipedia.org/wiki/Southern_Ocean,https://en.wikipedia.org/wiki/Atlantic_Ocean,in the north
6014,What Pittsburgh team was the 1945 Cardinals the first to win in a pennant?,https://en.wikipedia.org/wiki/List_of_National_League_pennant_winners,https://en.wikipedia.org/wiki/1944_World_Series,empty
6015,What was the term for the conflict between railways and railroads?,https://en.wikipedia.org/wiki/Baltimore_and_Ohio_Railroad,https://en.wikipedia.org/wiki/Pullman_Strike,railroad boycott
6016,Where is Kinkelenburg Castle located?,https://en.wikipedia.org/wiki/Kinkelenburg_Castle,https://en.wikipedia.org/wiki/File:Kinkelenburg.JPG,Bemmel
6017,Which ship was scrapped in 1969?,https://en.wikipedia.org/wiki/List_of_ship_decommissionings_in_1969,https://en.wikipedia.org/wiki/Queen_Elizabeth_2,Queen Elizabeth 2
6018,What year did Cronos start his musical career?,https://en.wikipedia.org/wiki/Conrad_Lant,https://en.wikipedia.org/wiki/Venom_(band),1979
6019,What are the Perry High School athletic teams called?,"https://en.wikipedia.org/wiki/Perry_High_School_(Perry,_Ohio)",https://en.wikipedia.org/wiki/Griggsville-Perry_High_School,Pirates
6020,What does HHQ function as?,https://en.wikipedia.org/wiki/Headquarters,https://en.wikipedia.org/wiki/Headquarters_and_headquarters_company_(United_States),to ensure the logistical support
6021,"When was the single ""Someday at Christmas"" released?",https://en.wikipedia.org/wiki/Someday_at_Christmas,https://en.wikipedia.org/wiki/Someday_at_Christmas_(song),1966
6022,When did Mathia-Mathithiahu Gavriel birth?,https://en.wikipedia.org/wiki/Mathia-Mathithiahu_Gavriel,https://en.wikipedia.org/wiki/Category:Israeli_people_of_German_descent,"January 14, 1986"
6023,Who was the first American Bat Mitzvah held?,https://en.wikipedia.org/wiki/Bar_and_bat_mitzvah,https://en.wikipedia.org/wiki/Mordecai_Kaplan,Mordecai M. Kaplan
6024,What language is spoken in Northeastern India?,https://en.wikipedia.org/wiki/Northeast_India,https://en.wikipedia.org/wiki/Languages_of_India,Arunachal Pradesh
6025,Where is the Krušni Vrh located?,https://en.wikipedia.org/wiki/Kru%C5%A1ni_Vrh,https://en.wikipedia.org/wiki/Trebanjski_Vrh,in the hills west of Trebnje in the Lower Carniola region of Slovenia
6026,How much was the cap charge for this player?,https://en.wikipedia.org/wiki/Salary_cap,https://en.wikipedia.org/wiki/Designated_Player_Rule,"368,750"
6027,How long is the maximum length of the Trichomycterus albinotatus?,https://en.wikipedia.org/wiki/Trichomycterus_albinotatus,-,4.6 centimetres (1.8 in)
6028,The Gigabyte GSmart G1305 Boston features which kind of processor?,https://en.wikipedia.org/wiki/Devices_using_Qualcomm_Snapdragon_processors,https://en.wikipedia.org/wiki/Vibo_A688,Motorola
6029,How many listed buildings are outside of the City boundaries?,https://en.wikipedia.org/wiki/City_of_London,https://en.wikipedia.org/wiki/York,The city has long-standing buildings
6030,What nationality is Jan Gehl  Hon. FAIA?,https://en.wikipedia.org/wiki/Jan_Gehl,https://en.wikipedia.org/wiki/Honorary_Fellowship_of_the_American_Institute_of_Architects,Danish
6031,What is the name of the second single from the album?,https://en.wikipedia.org/wiki/Single_(music),https://en.wikipedia.org/wiki/Rihanna,Work
6032,Who was building the Ali Gholi Agha hammam?,https://en.wikipedia.org/wiki/Ali_Gholi_Agha_hammam,https://en.wikipedia.org/wiki/Ali_Gholi_Agha_Mosque,Ali Gholi Agha
6033,When was KUOW-FM previously known as?,https://en.wikipedia.org/wiki/KUOW-FM,https://en.wikipedia.org/wiki/KEXP-FM,KQOW 90.3 FM
6034,How fast does Daniel Alfonso Grueso Barco run?,https://en.wikipedia.org/wiki/List_of_foreign_Liga_MX_players,-,"1996 00, 2000 01"
6035,Who was the winner of the 2003 Toyota Grand Prix?,https://en.wikipedia.org/wiki/2003_Toyota_Grand_Prix_of_Long_Beach,https://en.wikipedia.org/wiki/Toyota_Racing_(Formula_One_team),Paul Tracy
6036,What is the name of the development that debuted in 2013?,https://en.wikipedia.org/wiki/Arrested_Development,https://en.wikipedia.org/wiki/Arrested_Development_(season_4),Netflix
6037,What was the name of the first album See For Miles Records released in 1985?,https://en.wikipedia.org/wiki/Seven_Is_a_Jolly_Good_Time,https://en.wikipedia.org/wiki/The_Who,Egg
6038,How high is the mountain at Mount Vic?,https://en.wikipedia.org/wiki/Mount_Vic,"https://en.wikipedia.org/wiki/Mount_Victoria,_Wellington",3005 m (9859 ft)
6039,Who did Lindsay become afraid of?,https://en.wikipedia.org/wiki/Freaks_and_Geeks,https://en.wikipedia.org/wiki/Confessions_of_a_Teenage_Drama_Queen,Grateful Dead
6040,What can create winds of gas and heat?,https://en.wikipedia.org/wiki/Wind,https://en.wikipedia.org/wiki/Sustainable_energy,"Winds are commonly classified by their spatial scale, their speed and direction, the forces that cause them, the regions in which they occur, and their effect. Winds have various aspects velocity (wind speed) the density of the gas involved energy content or wind energy. The wind is also a critical means of transportation for seeds, insects, and birds, which can travel on and modern energy for all by 2030"
6041,What is the tallest building in Australia?,https://en.wikipedia.org/wiki/List_of_tallest_buildings_in_Australia,https://en.wikipedia.org/wiki/Q1_(building),Q1 Tower
6042,What is the oldest public history society in New Jersey?,https://en.wikipedia.org/wiki/List_of_the_oldest_public_high_schools_in_the_United_States,https://en.wikipedia.org/wiki/Wisconsin_Historical_Society,The Wisconsin Historical Society
6043,What is the name of the parameter used in the Tafel equation?,https://en.wikipedia.org/wiki/Tafel_equation,https://en.wikipedia.org/wiki/Exchange_current_density,exchange current density
6044,What are some of the administrative divisions of Sarawak Malaysia?,https://en.wikipedia.org/wiki/Sarawak,https://en.wikipedia.org/wiki/States_and_federal_territories_of_Malaysia,The states and federal territories
6045,What is the largest insect family?,https://en.wikipedia.org/wiki/Beetle,https://en.wikipedia.org/wiki/List_of_largest_insects,empty
6046,Who are these leaders listed under?,https://en.wikipedia.org/wiki/List_of_state_leaders_in_the_16th_century,https://en.wikipedia.org/wiki/List_of_state_leaders_in_the_18th_century,territorial governors in the 16th century
6047,How much does the President's Medals of Science and Technology each year cost?,https://en.wikipedia.org/wiki/National_Medal_of_Science,https://en.wikipedia.org/wiki/Massachusetts_Institute_of_Technology,empty
6048,How many countries did Peter Moore visit?,https://en.wikipedia.org/wiki/Peter_Moore_(travel_author),https://en.wikipedia.org/wiki/Peter_Moore_(serial_killer),105
6049,Where in Christianity is the word of knowledge a spiritual gift?,https://en.wikipedia.org/wiki/Word_of_Knowledge,https://en.wikipedia.org/wiki/Word_of_wisdom,1 Corinthians 12 8
6050,What Italian linguist is a member of the Linguistic Society of America?,https://en.wikipedia.org/wiki/Guglielmo_Cinque,https://en.wikipedia.org/wiki/Italian_studies,empty
6051,How many teams played in the Global Rugby championships in 2019?,https://en.wikipedia.org/wiki/Rugby_World_Cup,https://en.wikipedia.org/wiki/2019_Rugby_World_Cup,Sixteen
6052,What is the nearest town to the Sinkyone Wilderness State Park?,https://en.wikipedia.org/wiki/Sinkyone_Wilderness_State_Park,https://en.wikipedia.org/wiki/Lost_Coast,Leggett
6053,What is the name of the famous Irish chef?,https://en.wikipedia.org/wiki/Rachel_Allen,https://en.wikipedia.org/wiki/Donal_Skehan,Rachel Helen Allen
6054,"Who wrote the novel ""Inga"" ",https://en.wikipedia.org/wiki/Cunt:_A_Declaration_of_Independence,https://en.wikipedia.org/wiki/Young_Frankenstein,Inga Muscio
6055,"What was the name of the owner of a Viennese foundry that produced numerous patinated and cold-painted bronze Oriental, erotic and animal figures?",https://en.wikipedia.org/wiki/Franz_Xaver_Bergmann,-,Franz Xaver Bergmann
6056,In what county is Tipton located?,"https://en.wikipedia.org/wiki/Tipton_County,_Indiana","https://en.wikipedia.org/wiki/Tipton_County,_Tennessee",Tipton County
