id,question,answer,link_1,link_2,predict_answer
3659,What is the name of the rail line that runs between Mountain View and Alum Rock stations?,The Orange Line,https://en.wikipedia.org/wiki/Orange_Line_(VTA),https://en.wikipedia.org/wiki/Santa_Clara_Valley_Transportation_Authority_light_rail,The Orange Line
3660,When did Bauer Media announce the shut down of the print magazine?,November 2015,https://en.wikipedia.org/wiki/Bauer_Media_Group,https://en.wikipedia.org/wiki/Zoo_Weekly,1875
3661,Who wrote the novel The Hardy Boys Mystery Stories?,Andrew E. Svenson,https://en.wikipedia.org/wiki/The_Hardy_Boys,https://en.wikipedia.org/wiki/List_of_Hardy_Boys_books,Grosset Dunlap
3662,What is the name of the New York City-based cultural association?,The Alliance for the Arts,https://en.wikipedia.org/wiki/List_of_museums_and_cultural_institutions_in_New_York_City,https://en.wikipedia.org/wiki/Culture_of_New_York_City,This list contains the most famous or well-regarded organizations
3663,What is the flowering plant in the genus Vangueria burnettii endemic to?,southern Tanzania and Zambia,https://en.wikipedia.org/wiki/Vangueria_burnettii,https://en.wikipedia.org/wiki/Category:Flora_of_Zambia,the family Rubiaceae
3664,How many communes does the canton of Tarare consist of?,2,https://en.wikipedia.org/wiki/Canton_of_Tarare,https://en.wikipedia.org/wiki/Tarare_(disambiguation),18
3665,What was the name of the third album by the American pop group the Association?,Insight Out,https://en.wikipedia.org/wiki/The_Association,https://en.wikipedia.org/wiki/OneRepublic,The Association
3666,What is the name of the filmmaking company founded by Philip Anschutz?,Walden Media,https://en.wikipedia.org/wiki/Philip_Anschutz,https://en.wikipedia.org/wiki/Anschutz_Entertainment_Group,Staples Center
3667,What political party does Richard Phillip Edmonds Jr. belong to?,Republican,https://en.wikipedia.org/wiki/Rick_Edmonds,https://en.wikipedia.org/wiki/Edmond_Halley,RepublicanResidence
3668,How many days a year do people need to submit a return for non-person visitors?,"$100,000",https://en.wikipedia.org/wiki/Travel_visa,https://en.wikipedia.org/wiki/J-1_visa,1040
3669,What is the name of the English first crossover singer-songwriter?,Mary-Jess Leaverland,https://en.wikipedia.org/wiki/Amy_Grant,https://en.wikipedia.org/wiki/Josh_Groban,The Queen of Christian Pop
3670,What league does Al-Ahli play?,Bahraini Premier League,https://en.wikipedia.org/wiki/Al_Ahli_Saudi_FC,https://en.wikipedia.org/wiki/Al_Ahly_SC,Saudi League
3671,"What type of glass is inexpensive, and yet contains a high surface area?",Crown glass,https://en.wikipedia.org/wiki/Glass,https://en.wikipedia.org/wiki/Glass_fiber,lead glasses
3672,How many times has ŠK Slovan Bratislava won the league for women's football?,14,https://en.wikipedia.org/wiki/%C5%A0K_Slovan_Bratislava_(women),https://en.wikipedia.org/wiki/Sport_in_Bratislava,1
3673,In what city are the Halifax Bruising Banditas based?,Halifax,https://en.wikipedia.org/wiki/Halifax_Bruising_Banditas,https://en.wikipedia.org/wiki/Template:UKRDA,Halifax
3674,Who was Wentworth's opponent in the 1857 election?,Democrat Benjamin F. Carver,https://en.wikipedia.org/wiki/Preston_Brooks,https://en.wikipedia.org/wiki/Bleeding_Kansas,Preston Brooks
3675,What was the name of the private school that catered to students with ADHD?,Woodland Hall Academy,https://en.wikipedia.org/wiki/Woodland_Hall_Academy,https://en.wikipedia.org/wiki/Special_education,land Hall Academy
3676,When did Mark French win his first Mr. Universe title?,2003,https://en.wikipedia.org/wiki/Universe_Championships,https://en.wikipedia.org/wiki/Arnold_Schwarzenegger,1957
3677,What is the name of the website that focus on the recipes?,Foodista.com,https://en.wikipedia.org/wiki/List_of_search_engines,https://en.wikipedia.org/wiki/Meals_on_Wheels,Yummly
3678,What is the other name for Baney?,Santiago de Baney,https://en.wikipedia.org/wiki/Barney_Fife,https://en.wikipedia.org/wiki/Barney_%26_Friends,The New Andy Griffith Show
3679,What was the nickname of Henry Thomas?,Ragtime Texas,https://en.wikipedia.org/wiki/George_Henry_Thomas,https://en.wikipedia.org/wiki/Henry_Thomas_(American_football),"Slow Trot Thomas, Old Slow Trot"
3680,What is necessary to produce a Newton method?,the Jacobian or Hessian,https://en.wikipedia.org/wiki/Division_algorithm,https://en.wikipedia.org/wiki/Newton%27s_method_in_optimization,a function f ( X ) displaystyle f(X)
3681,The Amulet of Samarkand has a form of what artifact?,magical artifact,https://en.wikipedia.org/wiki/The_Amulet_of_Samarkand,https://en.wikipedia.org/wiki/The_Golem%27s_Eye,news newspapers
3682,What is the name of the landmark intersection house?,Northgate House,https://en.wikipedia.org/wiki/Old_State_House_(Boston),https://en.wikipedia.org/wiki/Hull_House,The Old State House
3683,How many people competed in the Munich event?,3,https://en.wikipedia.org/wiki/1972_Summer_Olympics,https://en.wikipedia.org/wiki/Oktoberfest,eleven
3684,How many terms was Thomas Greenhill in office?,two terms,https://en.wikipedia.org/wiki/Thomas_Greenhill,https://en.wikipedia.org/wiki/List_of_colonial_governors_and_presidents_of_Madras_Presidency,two
3685,How many league championships did Bradford win as a player?,14,https://en.wikipedia.org/wiki/Bradford_City_A.F.C.,https://en.wikipedia.org/wiki/Bradford_Bulls,twenty five
3686,What position did Grant Phillip Dibden hold before becoming Bishop?,Chaplain to the Governor of the Northern Territory,https://en.wikipedia.org/wiki/Grant_Dibden,https://en.wikipedia.org/wiki/List_of_people_from_Hampshire,military officer and chaplain
3687,Where is there a good quality of sea cliff climbing?,Pembrokeshire,https://en.wikipedia.org/wiki/Fair_Head,https://en.wikipedia.org/wiki/Ailladie,Complete Scream
3688,What was the name of the documentary that won the award for best children's franchise at the Chicago International Children's Film Festival?,The Daughter of the Elephant Whisperer,https://en.wikipedia.org/wiki/VeggieTales,https://en.wikipedia.org/wiki/LeVar_Burton,VeggieTales Very Silly Songs
3689,How many inhabitants lived in the former Borne Sulinowo municipality?,4224,https://en.wikipedia.org/wiki/Borne_Sulinowo,https://en.wikipedia.org/wiki/Demographics_of_the_European_Union,2004
3690,When was the Hoedun Line electrified?,1948,https://en.wikipedia.org/wiki/Hoedun_Line,https://en.wikipedia.org/wiki/Sochang_Line,empty
3691,What was the 2008 European Athletics Indoor Cup held on 16 February 2008?,"the CSKA Universal Sports Hall in Moscow, Russia",https://en.wikipedia.org/wiki/2008_European_Athletics_Indoor_Cup,https://en.wikipedia.org/wiki/European_Athletics_Indoor_Cup,It was the fourth and final edition of the indoor track and field meeting for international teams
3692,What is the name of the main railway station within the city?,Esztergom,https://en.wikipedia.org/wiki/Central_station,https://en.wikipedia.org/wiki/Train_station,Cardiff Central Station
3693,"What does the term ""ultra-left"" refer to?",political theory and practice,https://en.wikipedia.org/wiki/Ultra-leftism,https://en.wikipedia.org/wiki/Left_communism_in_China,left communism as a variant of traditional Marxism
3694,What are members of the Peltula genus called?,rock-olive lichens,https://en.wikipedia.org/wiki/Peltula,https://en.wikipedia.org/wiki/List_of_common_names_of_lichen_genera,lichens
3695,When was the list of National Register properties and districts created?,"March 5, 2021",https://en.wikipedia.org/wiki/National_Register_of_Historic_Places,https://en.wikipedia.org/wiki/History_of_the_National_Register_of_Historic_Places,The National Register of Historic Places
3696,What was the job title of William Henry Robinson?,New Zealand scientist and seismic engineer,https://en.wikipedia.org/wiki/Bill_Robinson_(outfielder),https://en.wikipedia.org/wiki/Henry_Luce,outfielder
3697,What county is Orange an unincorporated community in?,Delaware County,"https://en.wikipedia.org/wiki/Category:Unincorporated_communities_in_Orange_County,_California","https://en.wikipedia.org/wiki/McDade,_North_Carolina",Orange County
3698,Who was hired to replace the coach at the end of the 1966 season?,Kelly,https://en.wikipedia.org/wiki/Len_Jardine,https://en.wikipedia.org/wiki/Steve_Spurrier,Jardine
3699,What is Shazi Visram?,"an American entrepreneur, investor, and philanthropist",https://en.wikipedia.org/wiki/Shazi_Visram,https://en.wikipedia.org/wiki/File:Shazi_Visram.JPG,American businessperson
3700,What type of engines did the Class 57 diesel locomotives use?,EMD,https://en.wikipedia.org/wiki/British_Rail_Class_57,https://en.wikipedia.org/wiki/British_Rail_Class_47,153
3701,What is the Galagete krameri?,moth in the family Autostichidae,https://en.wikipedia.org/wiki/Galagete_krameri,https://en.wikipedia.org/wiki/Category:Galagete,a moth in the family Autostichidae
3702,What is the name of the single that was the band's only hit single?,If I Am,https://en.wikipedia.org/wiki/One-hit_wonder,https://en.wikipedia.org/wiki/List_of_one-hit_wonders_in_the_United_States,99 Red Balloons
3703,How many teams are in the top division?,8,https://en.wikipedia.org/wiki/List_of_top-division_football_clubs_in_UEFA_countries,https://en.wikipedia.org/wiki/Football_League_First_Division,16
3704,How many municipalities are in Bern?,36,https://en.wikipedia.org/wiki/Municipalities_of_the_canton_of_Bern,https://en.wikipedia.org/wiki/Bern,342
3705,What language family is Guaraní a part of?,Tupí,https://en.wikipedia.org/wiki/Guarani_language,https://en.wikipedia.org/wiki/Guarani_languages,1 Language familyTupian Tupi GuaraniGuarani (I)
3706,What haplogroup is found more in southern Europe than in northern Europe?,G-M406,https://en.wikipedia.org/wiki/Genetic_history_of_Europe,https://en.wikipedia.org/wiki/Genetic_history_of_Italy,I
3707,What was the number of teams in the second Scottish League Cup final?,14,https://en.wikipedia.org/wiki/Scottish_Cup,https://en.wikipedia.org/wiki/Scottish_League_Cup,5
3708,Where is Inkolonie located?,the border with Togo,https://en.wikipedia.org/wiki/Inkolonie,https://en.wikipedia.org/wiki/Bassila,"Donga Department, Benin"
3709,What was the occupation of the uncle of Edward Charles Thomson?,banker,https://en.wikipedia.org/wiki/Eddie_Brock,https://en.wikipedia.org/wiki/Charles_Ives,Captain Universe
3710,Who was the count of the Ardennes?,Sigfried,"https://en.wikipedia.org/wiki/Sigfried,_Count_of_the_Ardennes",https://en.wikipedia.org/wiki/House_of_Ardenne-Verdun,SigfriedSigfried
3711,Who created and administered the Green Lantern Corps?,John Broome and Gil Kane,https://en.wikipedia.org/wiki/Green_Lantern_Corps,https://en.wikipedia.org/wiki/Guardians_of_the_Universe,Sinestro
3712,What was the title of the movie produced in 1934?,Le Grand Jeu,https://en.wikipedia.org/wiki/Babes_in_Toyland_(1934_film),https://en.wikipedia.org/wiki/Imitation_of_Life_(1934_film),Laurel and Hardy in Toyland
3713,Who was voiced by Claudia Black in Dragon Age: Inquisition?,Morrigan,https://en.wikipedia.org/wiki/Claudia_Black,https://en.wikipedia.org/wiki/Morrigan_(Dragon_Age),son
3714,What constituency is Sri Gading in?,Batu Pahat District,https://en.wikipedia.org/wiki/Sri_Gading_(federal_constituency),https://en.wikipedia.org/wiki/Sri_Gading,Johor
3715,What was the name of the Paint Branch school before becoming a university?,Paint Branch High School,https://en.wikipedia.org/wiki/Darnell_Dockett,https://en.wikipedia.org/wiki/Fredricka_Whitfield,High School
3716,What is the main advantage of using a disk-over-water method?,The disk-over-water method is a technique for causing sleep deprivation in laboratory animals,https://en.wikipedia.org/wiki/Water_cooling,https://en.wikipedia.org/wiki/B%C3%BCchner_funnel,more efficient
3717,What kind of college is Barpeta Girls' College?,undergraduate,https://en.wikipedia.org/wiki/Barpeta_Girls%27_College,https://en.wikipedia.org/wiki/List_of_colleges_affiliated_to_Gauhati_University,graduate
3718,Who was the head of the Augustinian monastic community in Inchcolm?,the Abbot of Inchcolm,https://en.wikipedia.org/wiki/Abbot_of_Inchcolm,https://en.wikipedia.org/wiki/Inchcolm_Abbey,The Abbot of Inchcolm
3719,What did Otto Toeplitz propose in 1927?,method of teaching mathematics,https://en.wikipedia.org/wiki/Genetic_method,https://en.wikipedia.org/wiki/Max_Born,The genetic method
3720,Which committee oversees the Intelligence Program of the President?,The Homeland Security Subcommittee on Intelligence and Counterterrorism,https://en.wikipedia.org/wiki/United_States_Senate_Select_Committee_on_Intelligence,https://en.wikipedia.org/wiki/United_States_Intelligence_Community_Oversight,The United States Senate Select Committee on Intelligence
3721,What is the threatened species of the Chinamococh stream frog?,habitat loss,https://en.wikipedia.org/wiki/Chinamococh_stream_frog,https://en.wikipedia.org/wiki/Category:Critically_endangered_fauna_of_North_America,Q. sanctaecrucis
3722,How many copies did the album sell in its first week of release?,11000,https://en.wikipedia.org/wiki/Lists_of_fastest-selling_albums,https://en.wikipedia.org/wiki/List_of_fastest-selling_products,"1,200,000"
3723,How many people watched the second episode of NCIS?,18.87 million,https://en.wikipedia.org/wiki/NCIS_(TV_series),https://en.wikipedia.org/wiki/NCIS:_Los_Angeles_(season_1),30
3724,What position did Symington hold with the Australian Psychoanalytical Society?,President,https://en.wikipedia.org/wiki/Wilfred_Bion,https://en.wikipedia.org/wiki/Personality_clash,empty
3725,What was the name of the song that was covered by Danny Brown in 2013?,Clean Up,https://en.wikipedia.org/wiki/Danny_Brown_discography,https://en.wikipedia.org/wiki/Danny_Brown,2013 B 31 25 Long. Live
3726,Where is the Blue Grass Airport located?,"Lexington, Kentucky",https://en.wikipedia.org/wiki/Blue_Grass_Airport,https://en.wikipedia.org/wiki/Aviation_Museum_of_Kentucky,"Fayette County, Kentucky"
3727,What was the date of her death?,"January 27, 1738",https://en.wikipedia.org/wiki/Death_and_funeral_of_Margaret_Thatcher,"https://en.wikipedia.org/wiki/Death_of_Diana,_Princess_of_Wales",17 April 2013
3728,Where is Lake Viking located?,"Daviess County, Missouri","https://en.wikipedia.org/wiki/Lake_Viking,_Missouri",https://en.wikipedia.org/wiki/Elliot_Lake_Vikings,"Elliot Lake, Ontario, Canada"
3729,What is the name of the single that was released on the Billboard Hot 100 chart?,Baby Boy,https://en.wikipedia.org/wiki/Billboard_Hot_100,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_chart_achievements_and_milestones,"During the period that they were not released as singles, the songs were not eligible to chart"
3730,What was the occupation of Herbert Werner Quandt?,industrialist,https://en.wikipedia.org/wiki/Herbert_Quandt,https://en.wikipedia.org/wiki/Susanne_Klatten,ndustrialist
3731,What did Albert establish that is not supported by current census data?,separate farm,https://en.wikipedia.org/wiki/Immigration_Act_of_1924,"https://en.wikipedia.org/wiki/Princeton,_New_Jersey",empty
3732,What is the population of the territory?,"5,434 (2011)",https://en.wikipedia.org/wiki/List_of_states_and_territories_of_the_United_States_by_population,https://en.wikipedia.org/wiki/Population_of_Canada_by_province_and_territory,Summary of population by region
3733,What is the largest insect family?,Hesperiidae,https://en.wikipedia.org/wiki/Beetle,https://en.wikipedia.org/wiki/List_of_largest_insects,Beetles
